id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
3148,RACE-H,We can infer from the passage that  _  .,it is a very complex process for bugs to produce oil,it is not worthwhile for Mr. Pal to do the experiment,it is safe to use the excretion produced by bugs,it is necessary to use bugs to produce crude oil,0.24,"[-33.83105880022049, -35.015415225178, -35.130834966897964, -29.918610766530037]",3,2,0.8937995,0.75,0.423,0.0,0.521,D,A,False
3149,RACE-H,What would be the best title for the passage?,Bugs Eat Waste and Excrete Petrol,Waste Turns into Crude Oil,A Promising Business,Software Executive Turned to Bugs,0.24,"[-68.5111490637064, -52.39177772216499, -23.05922794342041, -38.19125676713884]",2,0,0.8235225,0.25,3.368,0.0,4.545,C,B,False
2475,RACE-H,Which of the following moved the author?,Most people walking by the dog didn't notice her,The homeless man wore worn clothes on the cold day,The homeless man bought food for the dog with all of his money,The homeless man had not any money to buy any food for himself,0.24,"[-34.365447414747905, -42.418289348483086, -29.891294911503792, -41.53233666718006]",2,2,1.0,1.0,1.036,1.0,1.253,C,B,False
2476,RACE-H,The author did the following except that he  _  .,had pity on the dog that was in danger,bought dog food with all the money he had,was a person who treasured dogs very much,went home from Houston one Sunday morning,0.24,"[-33.69905737042427, -31.000616043806076, -37.91161723434925, -30.822907596826553]",3,1,0.82226086,0.75,0.573,0.0,0.709,D,A,False
2477,RACE-H,"According to the passage, we know that the homeless man was   _  .",kind and helpful,brave and kind,clever and helpful,clever and brave,0.28,"[-17.779558539390564, -30.618886470794678, -35.02699148654938, -33.50615084171295]",0,0,1.0,0.0,1.36,0.0,1.725,A,D,False
2478,RACE-H,The best title for this passage would be  _  .,My Memory,My wife and I,Animals Are Parents Too,A Mother Dog and Her Puppies,0.28,"[-19.247456550598145, -11.900082705542445, -32.1818533539772, -21.139896276406944]",1,2,0.81990206,0.5,1.452,0.0,2.028,B,C,False
2479,RACE-H,The current shopping behavior in the US is becoming  _  .,arbitrary,protective,conservative,aggressive,0.28,"[-34.41116237640381, -27.589656829833984, -12.619707107543945, -11.497650146484375]",3,2,0.8959949,0.0,1.956,0.0,2.291,D,A,False
2480,RACE-H,Which is the measure the retailers won't take to attract shoppers?,Adding more stores to the busy retail landscape.,Keeping the editions of products limited.,"Making ""one-stop"" shops for customers.",Concentrating on private brands and downsizing.,0.28,"[-32.16644597053528, -38.81613492965698, -35.96785232424736, -51.17080373968929]",0,0,1.0,0.75,1.425,0.0,1.9,A,D,False
2481,RACE-H,What will the consumers do with the worrying US economy?,Having existing stores target local markets.,Going without some favorite items.,Giving up their near-term shopping plan.,Opening their wallets for daily buying.,0.28,"[-28.605600982904434, -21.62949351966381, -38.29669243097305, -37.7837088406086]",1,1,1.0,0.0,1.384,0.0,1.667,B,C,False
2482,RACE-H,"According to the report,   _  .",bigger shops will be more successful,supermarkets do better than super centers,clothing will recover smoothly in 2010,most respondents suffer from the crisis,0.28,"[-44.270307660102844, -40.269135892391205, -46.19406020641327, -34.45269501209259]",3,3,1.0000002,0.5,0.898,0.0,1.174,D,A,False
2483,RACE-H,What did the writer's friend most probably complain about?,Her son's eating too quickly.,Her son's not having a healthy diet.,Her son's not having good table manners.,Teenagers' not having good manners.,0.28,"[-15.99941948056221, -28.81948283314705, -26.800139609724283, -27.47436312586069]",0,2,0.929762,0.25,1.024,0.0,1.282,A,D,False
2484,RACE-H,We learn that the writer's mother   _  .,was strict about her children's manners,never punished her children,had beautiful blue eyes,was not good at singing,0.28,"[-23.767424881458282, -24.50056302547455, -20.475435405038297, -22.182465136051178]",2,0,0.8376761,0.75,0.31,0.0,0.403,C,B,False
2485,RACE-H,What does the writer think of her experience of learning good manners?,Easy and relaxing,Painful and valuable,Easy but useless,Too horrible,0.28,"[-24.736161708831787, -18.439404159784317, -26.873291015625, -17.092626571655273]",3,1,0.86123407,0.0,0.823,0.0,0.978,D,A,False
2486,RACE-H,We can infer from the passage that the writer   _  .,is surely liked by everyone around her,is not satisfied with most people's manners around her,thinks she has been a perfect example to the young,thanks her mother for teaching her the good manners a lot,0.28,"[-32.30637550354004, -37.30722141265869, -49.47020924091339, -42.11807835102081]",0,3,0.8467555,0.5,1.266,0.0,1.716,A,D,False
2487,RACE-H,What have researchers at Johns Hopkins University found recently?,A new drug to erase painful memories from human brains.,A special behavior therapy to erase painful memories.,Removing certain proteins from the brain can wipe painful memories.,Erasing memory damages a patient's brain functions.,0.28,"[-31.67075615376234, -24.60909543186426, -33.26887148991227, -44.33408734202385]",1,2,0.90158224,0.75,1.414,1.0,1.972,B,C,False
2488,RACE-H,What is Kate Farinholt's opinion of the research?,People may lose the chance to learn from their bad experiences.,The research will be a great breakthrough in treating painful memories.,People could suffer long-term memory loss.,People could forget happy memories as well.,0.28,"[-40.69471836090088, -37.34250271320343, -34.98490507155657, -39.72515606880188]",2,0,0.90240103,0.5,0.443,0.0,0.571,C,B,False
2489,RACE-H,"At the camp, Groning   _            .",killed many Jews directly,treated Eva Mozes Kor badly,experimented on Eva Mozes Kor,contributed to killing more Jews,0.28,"[-25.218669414520264, -21.004376458819024, -43.91910086461576, -44.298411548137665]",1,3,0.79444295,0.25,2.121,1.0,2.329,B,C,False
2490,RACE-H,"Facing Holocaust deniers again, Groning felt   _            .",amazed,upset,fearful,quiet,0.28,"[-25.895052909851074, -26.890365600585938, -38.23336315155029, -16.387807846069336]",3,0,0.998612,0.0,1.549,0.0,2.185,D,A,False
2491,RACE-H,Why did Eva Mozes Kor shake hands with Groning?,To show her mercy.,To appreciate his justice.,To expect to forgive him.,To encourage others to follow her.,0.28,"[-23.880509853363037, -35.68761610984802, -39.30653238296509, -28.713536351919174]",0,2,0.9003699,0.0,1.199,0.0,1.543,A,D,False
2492,RACE-H,What is the author's attitude to Eva Mozes Kor's forgiveness?,Objective.,Favorable.,Doubtful.,Unclear.,0.28,"[-38.4450740814209, -20.473592281341553, -34.45854824781418, -19.09291586279869]",3,1,0.8968027,0.0,1.693,0.0,1.935,D,A,False
2493,RACE-H,_  was on fire.,The author's room,A ladder,A building in the author's neighborhood,Only the second floor of the building,0.28,"[-24.373920679092407, -15.649023532867432, -30.8112322576344, -21.012117251753807]",1,2,0.85950494,0.5,1.099,0.0,1.516,B,C,False
2494,RACE-H,_  put out the fire in the end.,The firefighters and the people inside the building,The people on the second floor,The people in the street,The firefighters,0.28,"[-19.09527461230755, -11.956676326692104, -16.264712810516357, -9.502575874328613]",3,3,1.0,1.0,0.744,0.0,0.959,D,A,False
2495,RACE-H,The people who jumped out of the window  _  .,were seriously injured,died,were taken to the hospital,got small injuries,0.28,"[-8.157439976930618, -23.9163875579834, -8.214704051613808, -12.463027954101562]",0,3,0.91214406,0.25,1.287,1.0,1.576,A,D,False
2496,RACE-H,How did the people who didn't jump out of the window get out of the building?,They were taken out by the firefighters.,They climbed down a ladder by themselves.,They walked out of the building after the fire was put out.,They were taken out by doctors,0.28,"[-18.04950499534607, -26.445809841156006, -25.67600474320352, -22.99443167448044]",0,0,1.0,0.75,0.657,0.0,0.84,A,D,False
2497,RACE-H,What does Lin Yuhan put on her QQ blog?,Some pictures.,Good articles.,DV films,Japanese cartoons,0.28,"[-18.21245574951172, -17.851450443267822, -29.599958539009094, -17.399578332901]",3,1,0.8878362,0.0,1.022,1.0,1.22,D,A,False
2498,RACE-H,Which one is TURE according to this article?,Lin says QQ is very helpful to their friendships.,Yang says he can chat freely with many friends and relax on QQ.,Tang says QQ is a good space for them to make a record of their lives.,Tang says he chats on QQ on weekends though he has lots of homework.,0.28,"[-37.13130185008049, -55.76309427712113, -36.14669543597847, -58.89221516996622]",2,1,0.8961847,1.0,2.082,1.0,2.275,C,B,False
2499,RACE-H,The author expected to travel to Europe in order to  _   .,develop the little Spanish,inform people there of American culture,improve the skills to communicate with Teresa,have a better understanding of European culture,0.28,"[-18.071165516972542, -34.143025279045105, -37.16917645931244, -17.3306145966053]",3,3,1.0,0.75,1.809,0.0,1.984,D,A,False
800,RACE-H,We can safely come to the conclusion that people's life will be made even better through   _  .,new discoveries,greater inventions,better ways to get over diseases.,all of above,0.28,"[-13.604100227355957, -29.06457757949829, -25.912961542606354, -22.58458685874939]",0,3,0.83487844,0.25,1.156,0.0,1.546,A,D,False
801,RACE-H,Mary never forgot that night because   _  .,she was robbed of her necklace,"she was robbed, but she fooled the robber",she had a good time at the party,she lost her earrings,0.28,"[-17.811074018478394, -32.627834498882294, -21.209443598985672, -12.608180448412895]",3,1,0.8828034,0.25,1.469,0.0,2.002,D,A,False
802,RACE-H,The party   _  .,didn't end at two,ended before two,lasted two hours,was over at two,0.36,"[-17.390577411744744, -17.87350344657898, -26.399206519126892, -14.388964176177979]",3,3,1.0000001,0.0,0.894,0.0,1.201,D,A,False
803,RACE-H,She tried to protect the necklace because   _  .,she didn't want to lose it,it was more important,she liked it better than earrings,she would rather have the necklace lost,0.36,"[-8.784289110917598, -11.7299245595932, -18.798836808651686, -24.576091408729553]",0,3,0.88860685,0.75,1.232,0.0,1.579,A,D,False
804,RACE-H,The story tells us that she was a   _  girl.,clever and brave,clever and beautiful,brave and careful,clever and careful,0.36,"[-37.73315072059631, -38.20172142982483, -38.089396476745605, -40.445160150527954]",0,0,1.0,0.0,0.214,1.0,0.271,A,D,False
805,RACE-H,From the passage we can learn that the writer at first  _  .,was richer than her friend June,was no richer than her friend June,was poorer than her friend June,was interested in money as June,0.36,"[-25.964656174182892, -26.009881734848022, -26.582027196884155, -31.069361627101898]",0,1,0.9719333,0.25,0.426,1.0,0.51,A,D,False
806,RACE-H,"When making a list of how to deal with her inheritance, June  _  .",didn't change it at all,had a quarrel with the writer,kept it secret from the writer,made some changes to it,0.36,"[-20.621133396634832, -37.23139402270317, -33.07898557186127, -22.10322141647339]",0,3,0.86959064,1.0,1.414,0.0,1.661,A,D,False
807,RACE-H,"When June called the writer to talk about her new decision, the writer  _  .",felt that June would do something meaningful,"refused the invitation at first, but changed her mind later",had decided not to make any comments on June's list,was eager to learn more about the new list,0.36,"[-34.24662160873413, -47.737928327172995, -36.8313664868474, -29.60573422163725]",3,2,0.8745379,1.0,1.332,0.0,1.813,D,A,False
808,RACE-H,What did the writer think of her friend's new decision?,She found it funny and wrong.,She found it unacceptable and unbelievable.,She found it surprising and meaningful.,She found it difficult and meaningless.,0.36,"[-32.92170834541321, -35.98981112241745, -34.028195977211, -36.01971518993378]",0,2,0.93535054,1.0,0.265,0.0,0.31,A,D,False
809,RACE-H,From the passage we can know that Bob's honors thesis   _  .,makes his mother feel surprised,helps to save the power of flying a solar-powered airplane,is done with BYU students,doubts the way of flying a solar-powered airplane,0.36,"[-29.785897254943848, -36.457048857584596, -24.451843976974487, -56.308155266568065]",2,1,0.8624186,0.75,2.413,0.0,3.186,C,B,False
810,RACE-H,"According to the passage, Bob  _  .",researched unmanned solar-powered airplanes for 10 years,paid for all his study by collecting empty soda cans,worked hard and has graduated from college,was affected by his family and has made some achievements,0.36,"[-49.650219954550266, -34.30194417387247, -23.24932026863098, -46.15350091457367]",2,3,0.89268273,0.0,2.081,0.0,2.64,C,B,False
811,RACE-H,People thought Bob couldn't graduate from college because  _  .,his parents had little money to support him,his teacher didn't think he could graduate,he didn't work hard on his study,he didn't dare to face the obstacles for short of confidence,0.36,"[-21.507833540439606, -23.828247876721434, -24.909793457831256, -62.04165551706683]",0,0,0.9999999,0.25,3.354,1.0,4.053,A,D,False
812,RACE-H,It can be inferred that  _  .,Bob's mother is in a way to becoming a dentist,Bob's mother works in their community,Bon's father will graduate from Utah Valley University on Friday,Bob's father learnt to read at the age of 3,0.36,"[-25.306380420923233, -26.80049639940262, -41.074114203453064, -26.129813069477677]",0,0,1.0,0.75,1.303,1.0,1.577,A,D,False
813,RACE-H,"When the travelers are in Mexico,they should NOT_.",smoke the cigarettes,hunt the animals without the permit,carry a gun even if you have permit,drive more than 50 mph on the highway,0.36,"[-35.802072048187256, -25.152132153511047, -26.883284330368042, -15.8114720210433]",3,1,0.8562021,1.0,1.419,0.0,1.999,D,A,False
